file_name,caption
4639459528.jpg,People sit on a bench in a city square with random objects including a lamp and a dressmakers form standing nearby.
4639472092.jpg,"A young boy and a young girl sitting, possibly selling fruits and vegetables."
4639504313.jpg,A cyclist is riding past a decorated building.
4639638236.jpg,A dirt bike rider in a yellow jumpsuit gets airborne as another person looks on.
463970752.jpg,A woman in a white tank top serving food.
463978865.jpg,A man with dreadlocks and a backpack walks down the sidewalk with colorful buildings in the background.
463988257.jpg,An old man wearing a bandanna and a denim apron looks at a cabinet in a workshop.
4639918324.jpg,A dirt bike rider fully dressed in his safety gears rides on a muddy dirt road.
4640122587.jpg,"An old woman with a purple shirt, and purple hair piece and a mud cup is walking the streets."
4640122647.jpg,A Young woman with long hair and no helmet is riding a skateboard in a park with a mural behind her.
4640122705.jpg,A young man with no shirt on is wearing black pants and sneakers is jumping over a blue skateboard.
4640148862.jpg,A woman carrying a shopping bag in front of Fisher's Popcorn.
4640154368.jpg,"A man in a gray shirt and blue shorts is standing outside of an old fashioned ice cream shop named Sara's Old Fashioned Ice Cream, holding his bike up, with a wood like table, chairs, benches in front of him."
4640634694.jpg,A woman in a black tank top and shades with a tattoo on her arm.
4640638389.jpg,Man with gray hair and a white shirt kneels amid bikes.
464116251.jpg,A large dog is leaping over some logs in a woodland clearing.
4641280657.jpg,A woman talks on her cellphone while walking past a construction area.
4641294847.jpg,A lone man only wearing boxers is sitting on a chair looking out an above ground window.
4641537979.jpg,Women wearing sunglasses shopping downtown.
464156158.jpg,A boy who is almost completely shrouded by the shadow is run along a sidewalk that has trees on the side.
4641652790.jpg,"In a wooded area, a young girl smiles as she holds a croquet mallet in one hand and a ball in the other, in the background stands a croquet post in the ground."
4641671233.jpg,A man sits at a table with a colorful wall mural in the background.
4641889254.jpg,A lady is walking out of a short tunnel as a male prepares to enter it from the opposite side.
4641899410.jpg,"A group of older Asian men look on, one blurry in the foreground."
4642208620.jpg,"A man with a dark jacket, shirt, and pants, standing near a grill with one hand holding the handle of the grill's lid."
4642442935.jpg,A girl standing on a lamp post in front of a building.
4642473548.jpg,Four women are rowing down the stream in canoes with bamboo stalks and thatched houses on the sideline
464251704.jpg,A girl with long hair flying in the breeze while she swings.
4642712113.jpg,One women in black jeans and a bikini throws her hand in the air while on the beach.
4642793939.jpg,A balding shirtless guy stand against a pole in a park.
464284254.jpg,A group of people cross the street.
4642842928.jpg,An Asian couple riding on a motor scooter.
4642869349.jpg,Square dancers decked out in green and white square-dance attire circle around on a tiled patio with arches and palm trees in the background.
4643130562.jpg,"Two uniformed women, wearing jackets saying ""Politie"" on the back, are looking at each other in front of a crowd."
4643178469.jpg,"A person with a ponytail, jean jacket, walking near slitted fence outside on a sunny day."
464340358.jpg,Three men with hard hats in front of a large hole in the ground.
4643411517.jpg,Three women in purple dresses with red are carrying a purple banner.
4643486260.jpg,Several middle-aged couples dance in green and white outfits.
4643831103.jpg,A chef mixes batter while showing a student instructions.
4643835607.jpg,A coated middle-aged man looks through a telescope at the sky at night.
4643839937.jpg,A man wearing a plaid shirt uses a telescope to view the night sky.
4643898249.jpg,"A small crowd of people, float in a small motor-powered boat, flying a French flag attached at the rear of the craft."
4643997206.jpg,A man in a green hoodie holds a fishing pole and stands on a rock that overlooks the sea.
4644327815.jpg,People gathered near a closed door.
4644341405.jpg,Mexican Red Cross members lend a helping hand.
4644353803.jpg,A firefighter holds a fire hose.
4644598327.jpg,Two men with children on their shoulders.
4644613185.jpg,"A pedestrian with a british bag, walking near an art shop."
4644618443.jpg,Two people sitting down outside of a glass building.
4644628615.jpg,A man is sitting on a bench talking on a mobile phone while other people stroll across a walkway above him.
4644932044.jpg,A group of people are gathered around a car on the ground and a car turned on its side.
4644961410.jpg,"A group of police, firemen, and men wearing a red cross on their clothes stand outside of a black car."
4644966192.jpg,A man in a hat and shorts is raising an axe above his head and standing near a wooden structure.
4644979500.jpg,A group of firefighters and other workers attempts to push a red car that has been flipped back onto its wheels.
464506846.jpg,The black dog leaps into the air in the grass.
4645120146.jpg,"A man wearing long sleeves and a baseball cap walks along the sidewalk between a parked car and a store that advertises ""Real Meat Real Butcher""."
4645218108.jpg,A man sells a product in the street as people pass by.
4645242031.jpg,A film crew is set up outside a deli building.
464527562.jpg,A brown dog has its eyes closed and a purple Frisbee in its mouth.
4645332265.jpg,A boy in an orange shirt and khaki shorts is looking at two computer screens.
464542381.jpg,People sitting in chairs along a tree-lined sidewalk.
4645546686.jpg,Two women work on their rural farm near the mountains while their two dogs watch nearby.
4645676225.jpg,A person wearing a big hat and yellow boots is sweeping the road after the rains.
4645706851.jpg,Man wearing black glasses and v-neck t-shirt carries small girl in striped pants upside down.
4645721437.jpg,A man in a shirt and black vest carrying a folder across a street.
4645730257.jpg,People sit aboard a train or subway.
4645807725.jpg,A man in a white jacket sits behind a large machine with the logo DBS.
46458329.jpg,"A man in a cap, wearing no shirt or shoes, sits in a blue chair on a cobbled street and paints upon a canvas."
4645833149.jpg,People rock climbing and hiking near a lake.
4645891941.jpg,A car and many people are standing on the road.
4646168494.jpg,A couple relaxing in a paddle boat on a body of water.
4646327602.jpg,A man with glasses and a red scarf is walking behind a woman with glasses and a black outfit.
4646346574.jpg,Two girls eat sprinkle covered ice creams at a park table outside.
4646350756.jpg,A woman in a black shirt with a white vest is walking down the street in a city.
4646500246.jpg,A man and a woman holding a baby walk past some wooden furniture.
4646506674.jpg,Man in a bright green vest staring amid a crowd.
4646507866.jpg,"An Asian woman in a white apron and mask, with orange gloves is taking a picture."
464670352.jpg,A man with dark hair and a light tan jacket is standing under a umbrella at a booth with a sewing machine.
4646799327.jpg,A man in a hard hat stands on a forklift.
4647056741.jpg,"A man in a white helmet, and a woman in a purple and silver helmet ride a moped on a highway."
4647089599.jpg,A man walking with a briefcase and a hat with an orange sash around his back.
464713225.jpg,Children playing with their bicycles and scooters.
4647449215.jpg,Two men participating in martial arts training inside a building.
4647462263.jpg,"Two men, one in red vest, one in blue practicing a form of martial arts."
464761361.jpg,Japanese people sitting in a really fancy cafe reading.
4647706823.jpg,A woman and a child are playing with a wooden truck and track set.
4647908531.jpg,"A security guard is talking with two snowboarders, behind him is an older man with a modified bicycle."
4648091444.jpg,Martial Artists practice their kick and block moves.
4648101227.jpg,"A band performs live for the ""Good Morning America"" Summer Concert Series in front of an audience."
4648122589.jpg,"A woman using a microphone and wearing a chain necklace and bracelet set, is gesturing."
4648362551.jpg,A man in a green t-shirt stands at a rail with a woman in a gray t-shirt and a wrist tattoo.
4648363245.jpg,A man with a gray beard wearing a light green Seattle Seahawks hoodie looks at something while leaning on a railing.
4648416380.jpg,"Many people are listening to a concert, and TV crew is recording the audience reaction."
4648440498.jpg,"A band with three members, guitarist, bassist and drummer, is playing a concert outside."
